identifier,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,itemType,appealIdentifier,dateReceived,senderName,reportIdentifier,reportDate,status
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49928,32.24808,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49929,32.24808,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49926,32.24794,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49932,32.24795,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.4992,32.248129999999996,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49973,32.249109999999995,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49909,32.24855,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49936,32.24872,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49932,32.24787,алича,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49923,32.24822,яблуня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49986,32.24876,яблуня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49914,32.24852,берест,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49952,32.24895,черешня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49337,32.24872,черешня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1184/03-01-06,2020-06-22 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 11,,48.49967,32.24902,липа ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1500-О,2020-07-06 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шульгіних 21,,48.51092,32.260529999999996,липа ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1500-О,2020-07-06 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Шульгіних 21,,48.51093,32.26057,липа ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1563-Р,2020-07-06 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кремчуцька ,між будинками № 3 та № 5,48.52192,32.24412,шовковиця,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1563-Р,2020-07-06 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Кремчуцька ,між будинками № 3 та № 5,48.52213,32.2435,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49583,32.29435,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49583,32.29433,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49584,32.29488,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49576,32.29504,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49578,32.29511,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49586,32.29544,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49582,32.29445,яблуня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49583,32.29463,яблуня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.4959,32.29487,яблуня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49583,32.29533,яблуня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.49587,32.29542,яблуня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,"1495-C 
83-вих ",2020-07-01,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Родимцева ,від №8 до №44,48.4958,32.29529,вишня,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1499-Ю,2020-07-06 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Жадова 23 корп 3,,48.49351,32.20463,горіх,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,1499-Ю,2020-07-06 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Генерала Жадова 23 корп 3,,48.49337,32.20472,горіх,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,2383/03-01-06,2019-09-12 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 8,,48.50279,32.25447,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,2383/03-01-06,2019-09-12 00:00:00,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Соборна 8,,48.503727,32.25484,каштан ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Космонавта Попова,,48.49538,32.20997,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.49959,32.215759999999996,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.49951,32.21588,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.49947,32.2159,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.49943,32.21607,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.4993,32.21631,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.49912,32.21632,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.49914,32.21629,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва,,48.503727,32.25484,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Курганна,,48. 494328,32.23478,клен ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Суворова,,48.49338,32.25363,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Лісопаркова,,48.54323,32.254259999999995,сосна ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Миколи Садовського,,48.50982,32.2616,клен ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Авіаційна,,48.5296,32.26381,акація,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Авіаційна,,48.52975,32.26362,акація,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Авіаційна,,48.52988,32.26685,груша,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Авіаційна,,48.52988,32.26396,груша,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.52097,32.289629999999995,тополя,1.0,1.0,0.0,формувальна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.521,32.289629999999995,тополя,1.0,1.0,0.0,формувальна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.52112,32.29023,тополя,1.0,1.0,0.0,формувальна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.52117,32.290279999999996,тополя,1.0,1.0,0.0,формувальна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.52122,32.29065,тополя,1.0,1.0,0.0,формувальна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.5216,32.2923,акація,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.52303,32.29398,акація,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Полтавська,,48.52287,32.29354,клен,1.0,1.0,0.0,формувальна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Героїв України 30,,48.49127,32.199040000000004,верба,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Героїв України 30,,48.49145,32.1989,шовковиця,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Бєляєва,,48.49696,32.224470000000004,береза,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва 5,,48.4948,32.21747,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва 5,,48.49945,32.21744,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Бєляєва 72,,48.50521,32.23004,айланд,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Леваневського 27,,48.53099,32.27263,шовковиця,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Ушакова,,48.49679,32.25184,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Преображенська,,48.49918,32.28315,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Хабаровська 3,,48.48799,32.29275,берест,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Хабаровська 3,,48.48769,32.29384,берест,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Андріївська 43,,48.50702,32.24607,акація ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Куропятникова 50,,48.49384,32.2589,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Олеся Ольжича 32,,48.52359,32.27475,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Миру 6,,48.52792,32.27595,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Миру 6,,48.52801,32.275999999999996,тополя,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,"парк ""Молодіжний""",,48.52668,32.28593,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Пацаєва 4,,48.49992,32.21396,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Волкова 26 корп 2,,48.49928,32.22262,берест,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,"скв. ""Чорнобиль""",,48.50515,32.26356,верба,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,"скв. ""Чорнобиль""",,48.50505,32.26636,верба,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,"скв. ""Чорнобиль""",,48.50507,32.26342,верба,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Варшавська та вул. Олени Журливої,на розі вулиць ,48.53154,32.2683,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Варшавська та вул. Олени Журливої,на розі вулиць ,48.53162,32.26825,абрикос,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Варшавська та вул. Олени Журливої,на розі вулиць ,48.53158,32.26825,верба,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Варшавська та вул. Олени Журливої,на розі вулиць ,48.53168,32.26809,вишня ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Варшавська та вул. Олени Журливої,на розі вулиць ,48.53173,32.26802,вишня ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Варшавська та вул. Олени Журливої,на розі вулиць ,48.53188,32.26771,вишня ,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Архітектора Паученка 113,,48.51222,32.26678,липа,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Архітектора Паученка 113,,48.50535,32.28152,шовковиця,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Архітектора Паученка 113,,48.50538,32.28172,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Микитенка,,48.4711,32.26092,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Микитенка,,48.47111,32.26088,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Микитенка,,48.47114,32.26086,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Микитенка,,48.4711,32.2601,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Микитенка,,48.47107,32.26075,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Микитенка,,48.47108,32.26127,клен,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
,Обрізка дерев по вулицях та скверах міста ,,"КП ""Благоустрій"" Міської ради міста Кропивницького""",38211887,Україна,Кіровоградська область,Кропивницький,вул. Микитенка,,48.47114,32.25999,акація,1.0,1.0,0.0,санітарна,,,,7.0,,Замовлення виконано підрядником
